time,OD600
-0.002406313,0.576582143
2.953808185,1.085102687
6.034420124,1.738237201
8.90605732,2.54531031
11.94408905,3.417694668
23.93559426,5.456444341
35.85152155,5.633895996
48.01774037,5.741377978
60.01772016,5.746229478
