0,1,2,3
0.008,0.0,0.0,8.2
0.0081217913522,0.0,0.1,8.2
0.008245784696,0.0,0.2,8.2
0.0083720094327,0.0,0.30000000000000004,8.2
0.0085004949711,0.0,0.4,8.2
0.008631270711600001,0.0,0.5,8.2
0.0087643660307,0.0,0.6000000000000001,8.2
0.0088998102645,0.0,0.7000000000000001,8.2
0.0090379428145,6.7518789138e-06,0.8,8.2
0.0091793498056,1.4530248808e-05,0.9,8.2
0.0093240712147,2.3356718037e-05,1.0,8.2
0.0094721476411,3.3254646831e-05,1.1,8.2
0.0096236206311,4.4249234667e-05,1.2000000000000002,8.2
0.0097785327098,5.6367615318e-05,1.3,8.2
0.0099369274168,6.9638959076e-05,1.4000000000000001,8.2
0.0100988493455,8.4094582646e-05,1.5,8.2
0.010264344188900001,9.9768067286e-05,1.6,8.2
0.0104334587894,0.00011669538579,1.7000000000000002,8.2
0.0106062411954,0.00013491503896,1.8,8.2
0.010782740722700001,0.00015446820235,1.9000000000000001,8.2
0.010963008024499999,0.00017539888391,2.0,8.2
0.011146709368899999,0.00019775413346,2.1,8.2
0.011333325786599999,0.00022157971405,2.2,8.2
0.0115228863495,0.00024691714619,2.3000000000000003,8.2
0.0117154199846,0.00027380923054,2.4000000000000004,8.2
0.011910955469200001,0.00030230009436,2.5,8.2
0.0121095214284,0.00033243523988,2.6,8.2
0.012311146332800001,0.00036426159475,2.7,8.2
0.0125158584968,0.00039782756465,2.8000000000000003,8.2
0.0127236860786,0.00043318308816,2.9000000000000004,8.2
0.012934657082499999,0.00047037969395,3.0,8.2
0.013148799359299999,0.00050947056052,3.1,8.2
0.013366140609200002,0.00055051057844,3.2,8.2
0.0135867083897,0.00059355641537,3.3000000000000003,8.2
0.0138105301168,0.00063866658388,3.4000000000000004,8.2
0.014037633077,0.00068590151225,3.5,8.2
0.0142680444347,0.00073532361841,3.6,8.2
0.014501791240099999,0.00078699738706,3.7,8.2
0.0147388845964,0.00084098939149,3.8000000000000003,8.2
0.0149793461767,0.00089736817604,3.9000000000000004,8.2
0.015223201980799999,0.00095620438068,4.0,8.2
0.0154704779222,0.0010175709841,4.1000000000000005,8.2
0.015721199844900002,0.0010815433948,4.2,8.2
0.015975392269,0.001148199546,4.3,8.2
0.016233080326499998,0.0012176199595,4.4,8.2
0.0164942897017,0.0012898878633,4.5,8.2
0.0167590460939,0.0013650893139,4.6000000000000005,8.2
0.0170273752426,0.0014433133094,4.7,8.2
0.0172992201459,0.0015243115328,4.800000000000001,8.2
0.0175740851673,0.0016060358761,4.9,8.2
0.017851971759900002,0.0016884852647,5.0,8.2
0.0181328808888,0.0017716584499,5.1000000000000005,8.2
0.018416810225800002,0.0018555540083,5.2,8.2
0.018703746836200002,0.0019401703417,5.300000000000001,8.2
0.0189936895748,0.0020255056774,5.4,8.2
0.0192866368787,0.0021115580684,5.5,8.2
0.0195825867857,0.0021983253937,5.6000000000000005,8.2
0.0198815369612,0.0022858053585,5.7,8.2
0.020183484720300002,0.0023739954956,5.800000000000001,8.2
0.0204884270525,0.0024628931654,5.9,8.2
0.020796360649,0.0025524955571,6.0,8.2
0.0211072819241,0.00264279969,6.1000000000000005,8.2
0.0214211870483,0.0027338024145,6.2,8.2
0.021738071967200002,0.0028255004134,6.300000000000001,8.2
0.0220579324341,0.0029178902032,6.4,8.2
0.022380764037,0.0030109681359,6.5,8.2
0.022706562221,0.0031047304008,6.6000000000000005,8.2
0.0230353223203,0.0031991730258,6.7,8.2
0.0233670395819,0.0032942918798,6.800000000000001,8.2
0.0237017091958,0.0033900826743,6.9,8.2
0.024039326316800003,0.0034865409657,7.0,8.2
0.024379886093400003,0.0035836621574,7.1000000000000005,8.2
0.024723383691399998,0.0036814415019,7.2,8.2
0.0250698143204,0.0037798741033,7.300000000000001,8.2
0.025419173255,0.0038789549196,7.4,8.2
0.0257714558603,0.003978678765,7.5,8.2
0.0261266576095,0.0040790403123,7.6000000000000005,8.2
0.026484774108300004,0.0041800340958,7.7,8.2
0.0268458011131,0.0042816545134,7.800000000000001,8.2
0.027209734548499998,0.0043838958291,7.9,8.2
0.0275765705241,0.0044867521759,8.0,8.2
0.027946305348099998,0.0045902175582,8.1,8.2
0.0283189355425,0.004694285854,8.200000000000001,8.2
0.0286944578553,0.0047989508181,8.3,8.2
0.029072869267700002,0.0049042060838,8.4,8.2
0.029454167002299997,0.0050100451662,8.5,8.2
0.029838348531,0.0051164614638,8.6,8.2
0.030225411576799997,0.0052234482615,8.700000000000001,8.2
0.0306153541192,0.0053309987326,8.8,8.2
0.031008174386,0.005439105941,8.9,8.2
0.0314038708602,0.0055477628438,9.0,8.2
0.0318024422687,0.0056569622927,9.1,8.2
0.0322038875755,0.0057666970365,9.200000000000001,8.2
0.0326082059749,0.005876959723,9.3,8.2
0.0330153968784,0.0059877429005,9.4,8.2
0.0334254598987,0.0060990390197,9.5,8.2
0.0338383948358,0.0062108404352,9.600000000000001,8.2
0.0342542016548,0.006323139407,9.700000000000001,8.2
0.034672880466,0.0064359281016,9.8,8.2
0.0350944315029,0.0065491985937,9.9,8.2
0.0355188550901,0.0066629428665,10.0,8.2
0.0359461516202,0.0067771528133,10.100000000000001,8.2
0.0363763215183,0.006891820238,10.200000000000001,8.2
0.036809365213599995,0.0070069368554,10.3,8.2
0.0372452830968,0.0071224942923,10.4,8.2
0.037684075487699996,0.0072384840872,10.5,8.2
0.038125742590799996,0.0073548976908,10.600000000000001,8.2
0.0385702844564,0.0074717264661,10.700000000000001,8.2
0.0390177009318,0.0075889616878,10.8,8.2
0.0394679916172,0.0077065945423,10.9,8.2
0.0399211558169,0.0078246161273,11.0,8.2
0.040377192487199995,0.0079430174508,11.100000000000001,8.2
