inoc_time,inoc_ratio,xylan_conc,butanol
24,2,60,5.6246926289
24,2,70,7.333085485
24,2,80,9.0282664462
36,2,60,5.1859930226
36,2,70,6.7287961524
36,2,80,8.2465942738
48,2,60,5.5566278551
48,2,70,7.5481310906
48,2,80,9.7677689328
60,2,60,7.0365058626
60,2,70,9.8540967442
60,2,80,12.967538785
72,2,60,8.8218996397
72,2,70,12.211642186
72,2,80,15.774382521
