inoc_time,inoc_ratio,xylan_conc,butanol
24,0.75,60,3.5000418101
24,0.75,70,4.5296354028
24,0.75,80,5.6809647305
24,1.25,60,5.0121836088
24,1.25,70,6.4546258613
24,1.25,80,8.0583078445
48,0.75,60,7.3086185084
48,0.75,70,9.2279868697
48,0.75,80,10.670358129
48,1.25,60,7.1921205604
48,1.25,70,8.0535083423
48,1.25,80,8.3703812926
72,0.75,60,5.5594077373
72,0.75,70,5.7014223491
72,0.75,80,5.5498569331
72,1.25,60,3.7706703206
72,1.25,70,3.4839513793
72,1.25,80,3.0668750802
