inoc_time,inoc_ratio,xylan_conc,butanol
24,0.5,70,3.278020021
24,1.0,70,5.5778123177
24,1.33,70,6.7035334418
48,0.5,70,8.8734467324
48,1.0,70,8.8136356875
48,1.33,70,7.79295577
72,0.5,70,7.3629668425
72,1.0,70,4.4300596252
72,1.33,70,3.2355350742
