inoc_time,inoc_ratio,xylan_conc,butanol
36,0.5,60,5.6480583687
36,0.5,70,7.7129520357
36,0.5,80,9.8964289032
36,1.0,60,6.1967782706
36,1.0,70,8.3143048482
36,1.0,80,10.428543443
36,1.5,60,5.8563238085
36,1.5,70,7.6260315638
36,1.5,80,9.4200086532
60,0.5,60,7.2903867909
60,0.5,70,9.8419275053
60,0.5,80,12.520629323
60,1.0,60,7.5142278574
60,1.0,70,10.328779397
60,1.0,80,13.297057757
60,1.5,60,7.3570682777
60,1.5,70,10.132419248
60,1.5,80,13.205155088
