inoc_time,inoc_ratio,xylan_conc,butanol
40,0.5,60,5.3529455247
40,0.5,70,7.4195208378
40,0.5,80,9.8157635096
40,1.33,60,7.5860820069
40,1.33,70,9.2288436934
40,1.33,80,10.373938767
50,0.5,60,6.8331384143
50,0.5,70,9.0194794593
50,0.5,80,10.999784823
50,1.33,60,6.7930434247
50,1.33,70,7.3406296795
50,1.33,80,7.3958432006
60,0.5,60,7.1721525883
60,0.5,70,8.5776428178
60,0.5,80,9.4352898354
60,1.33,60,5.2158334056
60,1.33,70,5.1159804379
60,1.33,80,4.6761516985
